id,split_type,family,prompt,expected_dsl,expected_code,prediction,manual_score,notes
code_gen_0002,generalization_unseen_window,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：过去 4 日日收益波动越低，稳定性越强。,"neg(ts_std(pct_change(close, 1), 4))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 4))
```","</think>


</think>




```dsl_fire





</think>


```dsl_fire


```",,
code_gen_0325,generalization_regression_paraphrase,gen_reg_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：用 42 日滚动回归提取估值相对市值解释后的残差。请保持字段和算子命名规范。,"ts_reg_res(recip(pb), log(market_cap), 42)","```dsl_fire
result = ts_reg_res(recip(pb), log(market_cap), 42)
```","```dsl_fire
result = openift(absolute(pct_change(close, 7)), 35)
```",,
code_gen_0454,generalization_conditional_paraphrase,gen_conditional_xs_market_cap_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：只有总市值横截面标准化值为正时，才保留 13 日动量。最终只需要一个可执行表达式。,"where(gt(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), 0.0), pct_change(close, 13), 0.0)","```dsl_fire
result = where(gt(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), 0.0), pct_change(close, 13), 0.0)
```","```dsl_fire
result = div(sub(reclose, xs_mean(market_cap))), xs_cap)

```",,
code_gen_0173,generalization_group,gen_group_abs_high_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：最高价行业内标准化偏离的绝对值用于测试行业异常程度。,"absolute(div(sub(high, group_mean(high, industry)), group_std(high, industry)))","```dsl_fire
result = absolute(div(sub(high, group_mean(high, industry)), group_std(high, industry)))
```","```dsl_fire





```dsl_fire
result = absolute(pct_change(high, 20))
```",,
code_gen_0484,generalization_unseen_window_paraphrase,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 6 日收盘价收益越高，短期趋势越强。最终只需要一个可执行表达式。,"pct_change(close, 6)","```dsl_fire
result = pct_change(close, 6)
```","```dsl_fire
result = shift(sub(close, 20))
```",,
code_gen_0582,generalization_conditional_paraphrase,gen_value_momentum_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有估值便宜且 110 日动量高于市场均值时，才保留价值动量组合。不要使用解释文字。,"where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 110), xs_mean(pct_change(close, 110)))), add(recip(pb), pct_change(close, 110)), 0.0)","```dsl_fire
result = where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 110), xs_mean(pct_change(close, 110)))), add(recip(pb), pct_change(close, 110)), 0.0)
```","```dsl_fire
result = where(gt(div(recip(pb), xs_mean(recip(pb))), xs_mean(pct_change(close, 20)))), neg(div(sub(div(volume, market_cap), xs_mean(log1p(volume, 20)))), xs_mean(div(volume, market_cap), xs_mean(absolume, 20))), xs_st",,
code_gen_0294,generalization_composition_paraphrase,gen_liquidity_adjusted_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，价格趋势和流动性同时较强时，趋势可信度更高。最终只需要一个可执行表达式。,"mul(pct_change(close, 75), log1p(ts_mean(volume, 75)))","```dsl_fire
result = mul(pct_change(close, 75), log1p(ts_mean(volume, 75)))
```","```dsl_fire
result = where(logical_and(pct_change(close, 20)), neg(log1p(ts_mean(volume, 20)), xs_mean(log1p(volume, market_cap))))
```",,
code_gen_0556,generalization_group_paraphrase,gen_value_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：行业中性估值便宜且 28 日风险调整动量强的股票更有吸引力。注意窗口、方向和字段选择。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 28), ts_std(pct_change(close, 1), 28)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 28), ts_std(pct_change(close, 1), 28)))
```","```dsl_fire
result = sub(ts_std(pct_change(close, 1), 2), 45)
```",,
code_gen_0507,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，短期成交量相对 35 日均量越高，放量越明显。不要使用解释文字。,"div(ts_mean(volume, 8), ts_mean(volume, 35))","```dsl_fire
result = div(ts_mean(volume, 8), ts_mean(volume, 35))
```","```dsl_fire
result = div(volume, 1.0, 1),
```",,
code_gen_0183,generalization_conditional,gen_mask_group_low_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有最低价不低于行业均值时，才保留行业标准化信号。,"mask(div(sub(low, group_mean(low, industry)), group_std(low, industry)), ge(low, group_mean(low, industry)), 0.0)","```dsl_fire
result = mask(div(sub(low, group_mean(low, industry)), group_std(low, industry)), ge(low, group_mean(low, industry)), 0.0)
```","```dsl_fire
result = where(gt(low, 7)), gabsolume, ts_mean(lowlow, 7))

```",,
code_gen_0141,generalization_time_series,gen_argmin_vwap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量加权平均价在 27 日窗口内低点位置用于描述路径。,"ts_argmin(vwap, 27)","```dsl_fire
result = ts_argmin(vwap, 27)
```","```dsl_fire
result = open)

result = ts___maxmin(vwap, 2))

```",,
code_gen_0585,generalization_time_series_paraphrase,gen_quantile_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，估值便宜程度高于自身 110 日 70% 分位数越多，价值信号越突出。请保持字段和算子命名规范。,"sub(recip(pb), ts_quantile(recip(pb), 110, 0.7))","```dsl_fire
result = sub(recip(pb), ts_quantile(recip(pb), 110, 0.7))
```","```dsl_fire
result = sub(recip(pct_change(close, 2), 0.0), pct_change(close, 3))
```",,
code_gen_0136,generalization_time_series,gen_argmax_vwap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量加权平均价在 11 日窗口内高点越靠近当前，信号越新。,"neg(ts_argmax(vwap, 11))","```dsl_fire
result = neg(ts_argmax(vwap, 11))
```","```dsl_fire
result = neg(ts_std(pct_change(vwap, 1), 20))
```",,
code_gen_0541,generalization_regression_paraphrase,gen_reg_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：用 9 日滚动回归提取估值相对市值解释后的残差。注意窗口、方向和字段选择。,"ts_reg_res(recip(pb), log(market_cap), 9)","```dsl_fire
result = ts_reg_res(recip(pb), log(market_cap), 9)
```","```dsl_fire
result = div(volume, ts_corr(market_cap, 15, 90, 0.0, 90, 0.0, 45)
```",,
code_gen_0364,generalization_time_series_paraphrase,gen_argmax_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：总市值在 66 日窗口内高点越靠近当前，信号越新。最终只需要一个可执行表达式。,"neg(ts_argmax(market_cap, 66))","```dsl_fire
result = neg(ts_argmax(market_cap, 66))
```","```dsl_fire
result = div(sub(market_cap, 60), xs_mean(log(market_cap))), pct_change(volume, 20))
```",,
code_gen_0061,generalization_regression,gen_reg_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 9 日滚动回归提取估值相对市值解释后的残差。,"ts_reg_res(recip(pb), log(market_cap), 9)","```dsl_fire
result = ts_reg_res(recip(pb), log(market_cap), 9)
```","```dsl_fire
result = shiftantile(volume, 3), pct_change(close, 90)
```",,
code_gen_0594,generalization_time_series_paraphrase,gen_argmax_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，市净率 PB在 66 日窗口内高点越靠近当前，信号越新。最终只需要一个可执行表达式。,"neg(ts_argmax(pb, 66))","```dsl_fire
result = neg(ts_argmax(pb, 66))
```","```dsl_fire
result = div(sub(pct_change(pb, 20), xs_mean(pb)), group_std(pb, 60)))
```",,
code_gen_0267,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，短期成交量相对 35 日均量越高，放量越明显。不要使用解释文字。,"div(ts_mean(volume, 8), ts_mean(volume, 35))","```dsl_fire
result = div(ts_mean(volume, 8), ts_mean(volume, 35))
```","```dsl_fire
result = div(volume, 1 1 30)
```",,
code_gen_0399,generalization_conditional_paraphrase,gen_mask_group_open_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有开盘价不低于行业均值时，才保留行业标准化信号。最终只需要一个可执行表达式。,"mask(div(sub(open, group_mean(open, industry)), group_std(open, industry)), ge(open, group_mean(open, industry)), 0.0)","```dsl_fire
result = mask(div(sub(open, group_mean(open, industry)), group_std(open, industry)), ge(open, group_mean(open, industry)), 0.0)
```","```dsl_fire
result = mask(div(sub(reclose, ts_mean(open, 60)), xs_mean(recip(pb))), 0.0)
```",,
code_gen_0514,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 75 日日收益波动越低，稳定性越强。最终只需要一个可执行表达式。,"neg(ts_std(pct_change(close, 1), 75))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 75))
```","```dsl_fire
result = shift(sub(close, 3), 45)
```",,
code_gen_0331,generalization_regression_paraphrase,gen_reg_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：用 55 日滚动回归提取估值相对市值解释后的残差。注意窗口、方向和字段选择。,"ts_reg_res(recip(pb), log(market_cap), 55)","```dsl_fire
result = ts_reg_res(recip(pb), log(market_cap), 55)
```","```dsl_fire


result = shift(pct_change(close, 5)), 3.0)
```",,
code_gen_0244,generalization_unseen_window_paraphrase,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 6 日收盘价收益越高，短期趋势越强。最终只需要一个可执行表达式。,"pct_change(close, 6)","```dsl_fire
result = pct_change(close, 6)
```","```dsl_fire
result = shift(vwap, 20))
```",,
code_gen_0139,generalization_time_series,gen_argmin_vwap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量加权平均价在 17 日窗口内低点位置用于描述路径。,"ts_argmin(vwap, 17)","```dsl_fire
result = ts_argmin(vwap, 17)
```","```dsl_fire
result = = open)
result = t ts__maxmin(vwap, 20)

```",,
code_gen_0216,generalization_conditional,gen_conditional_xs_market_cap_19,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有总市值横截面标准化值为正时，才保留 19 日动量。,"where(gt(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), 0.0), pct_change(close, 19), 0.0)","```dsl_fire
result = where(gt(div(sub(market_cap, xs_mean(market_cap)), xs_std(market_cap)), 0.0), pct_change(close, 19), 0.0)
```","</think>





```dsl_fire


result =solute(pct_change(market_cap, 20), xs_mean(pct_change(close, 20)))
```",,
code_gen_0441,generalization_conditional_paraphrase,gen_conditional_xs_vwap_31,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，只有成交量加权平均价横截面标准化值为正时，才保留 31 日动量。注意窗口、方向和字段选择。,"where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 31), 0.0)","```dsl_fire
result = where(gt(div(sub(vwap, xs_mean(vwap)), xs_std(vwap)), 0.0), pct_change(close, 31), 0.0)
```","```dsl_fire
result = where(div(sub(high, ts_mean(high, pct_change(high, 2))), 0.0), add(sub(pct_change(high, 3))), 0.0)
```",,
code_gen_0565,generalization_regression_paraphrase,gen_reg_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：用 42 日滚动回归提取估值相对市值解释后的残差。请保持字段和算子命名规范。,"ts_reg_res(recip(pb), log(market_cap), 42)","```dsl_fire
result = ts_reg_res(recip(pb), log(market_cap), 42)
```","```dsl_fire
result = sub(reclose, 45)
```",,
code_gen_0517,generalization_unseen_window_paraphrase,gen_unseen_window_reversal,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 120 日涨幅越高，后续均值回归压力越大。不要使用解释文字。,"neg(pct_change(close, 120))","```dsl_fire
result = neg(pct_change(close, 120))
```","```dsl_fire
result = div(volume, ts_mean(volume, 20))
```",,
code_gen_0243,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，短期成交量相对 4 日均量越高，放量越明显。这个想法需要转换为函数式 DSL。,"div(ts_mean(volume, 2), ts_mean(volume, 4))","```dsl_fire
result = div(ts_mean(volume, 2), ts_mean(volume, 4))
```","```dsl_fire
result = neg(div(volume, shift(close, 90)), absolute(pct_change(close, 45))))
```",,
code_gen_0444,generalization_cross_section_paraphrase,gen_xs_quantile_pb_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，市净率 PB相对横截面 75% 分位数的偏离用于测试未见分位结构。最终只需要一个可执行表达式。,"sub(pb, xs_quantile(pb, 0.75))","```dsl_fire
result = sub(pb, xs_quantile(pb, 0.75))
```","```dsl_fire
result = sub(gt(pb, 45), 45)
```",,
code_gen_0397,generalization_group_paraphrase,gen_group_abs_open_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：开盘价行业内标准化偏离的绝对值用于测试行业异常程度。不要使用解释文字。,"absolute(div(sub(open, group_mean(open, industry)), group_std(open, industry)))","```dsl_fire
result = absolute(div(sub(open, group_mean(open, industry)), group_std(open, industry)))
```","```dsl_fire


result = minimum(sub(opopen,(opopen, 20)))
```",,
code_gen_0567,generalization_time_series_paraphrase,gen_quantile_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，估值便宜程度高于自身 42 日 70% 分位数越多，价值信号越突出。不要使用解释文字。,"sub(recip(pb), ts_quantile(recip(pb), 42, 0.7))","```dsl_fire
result = sub(recip(pb), ts_quantile(recip(pb), 42, 0.7))
```","```dsl_fire
result = sub(pct_change(close, 2), 0.0)
```",,
code_gen_0583,generalization_regression_paraphrase,gen_reg_value_size,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：用 110 日滚动回归提取估值相对市值解释后的残差。这个想法需要转换为函数式 DSL。,"ts_reg_res(recip(pb), log(market_cap), 110)","```dsl_fire
result = ts_reg_res(recip(pb), log(market_cap), 110)
```","```dsl_fire
result = div(volume, market_cap), xs_sum(div(volume, market_cap), ts_cap))
```",,
code_gen_0233,generalization_regression,gen_ts_reg_value_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 19 日滚动回归提取价值暴露相对动量解释后的残差。,"ts_reg_res(recip(pb), pct_change(close, 19), 19)","```dsl_fire
result = ts_reg_res(recip(pb), pct_change(close, 19), 19)
```","</think>




</think>


</think>




</think>











</think>




```dsl_fire





```",,
code_gen_0050,generalization_composition,gen_liquidity_adjusted_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：价格趋势和流动性同时较强时，趋势可信度更高。,"mul(pct_change(close, 50), log1p(ts_mean(volume, 50)))","```dsl_fire
result = mul(pct_change(close, 50), log1p(ts_mean(volume, 50)))
```","</think>





```dsl_fire





```dsl_fire
result = where(le(pct_change(close, 20), xs_mean(pct_change(close, 20)))), add(div(volume, 5), group_mean(absolume, 5)), xs_mean(log1p(volume, 10))))
```",,
code_gen_0499,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：短期成交量相对 18 日均量越高，放量越明显。最终只需要一个可执行表达式。,"div(ts_mean(volume, 4), ts_mean(volume, 18))","```dsl_fire
result = div(ts_mean(volume, 4), ts_mean(volume, 18))
```","```dsl_fire
result = div(volume, ts_mean(volume, 20))
```",,
code_gen_0072,generalization_conditional,gen_value_momentum_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有估值便宜且 22 日动量高于市场均值时，才保留价值动量组合。,"where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 22), xs_mean(pct_change(close, 22)))), add(recip(pb), pct_change(close, 22)), 0.0)","```dsl_fire
result = where(logical_and(gt(recip(pb), xs_mean(recip(pb))), gt(pct_change(close, 22), xs_mean(pct_change(close, 22)))), add(recip(pb), pct_change(close, 22)), 0.0)
```","```dsl_fire
result = where(gttt(recip(pb), xs_mean(recip(pb))),se, 15)
```",,
code_gen_0530,generalization_composition_paraphrase,gen_liquidity_adjusted_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，价格趋势和流动性同时较强时，趋势可信度更高。请保持字段和算子命名规范。,"mul(pct_change(close, 50), log1p(ts_mean(volume, 50)))","```dsl_fire
result = mul(pct_change(close, 50), log1p(ts_mean(volume, 50)))
```","```dsl_fire
result = where(gt(recip(pb), xs_mean(recip(pb))), gt(log1p(ts_mean(volume, 20))), xs_mean(log1p(ts_mean(volume, 60)))))
```",,
code_gen_0255,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，短期成交量相对 12 日均量越高，放量越明显。请保持字段和算子命名规范。,"div(ts_mean(volume, 3), ts_mean(volume, 12))","```dsl_fire
result = div(ts_mean(volume, 3), ts_mean(volume, 12))
```","```dsl_fire
result = shift(volume, 5)
```",,
code_gen_0480,generalization_unseen_window_paraphrase,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，过去 4 日收盘价收益越高，短期趋势越强。请保持字段和算子命名规范。,"pct_change(close, 4)","```dsl_fire
result = pct_change(close, 4)
```","```dsl_fire
result = div(sub(close, shift(close, 45)), shift(close, 90))
```",,
code_gen_0145,generalization_time_series,gen_argmin_vwap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量加权平均价在 66 日窗口内低点位置用于描述路径。,"ts_argmin(vwap, 66)","```dsl_fire
result = ts_argmin(vwap, 66)
```","```dsl_fire
result = 60)

result = open open open openan(sub(high, 60)

```",,
code_gen_0363,generalization_time_series_paraphrase,gen_argmin_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，总市值在 38 日窗口内低点位置用于描述路径。这个想法需要转换为函数式 DSL。,"ts_argmin(market_cap, 38)","```dsl_fire
result = ts_argmin(market_cap, 38)
```","result = div(sub(market_cap, 2,)),solute(pct_change(close, 3)))
```",,
code_gen_0599,generalization_time_series_paraphrase,gen_argmin_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，总市值在 17 日窗口内低点位置用于描述路径。最终只需要一个可执行表达式。,"ts_argmin(market_cap, 17)","```dsl_fire
result = ts_argmin(market_cap, 17)
```","```dsl_fire
result = sub(ts_std(pct_change(close, 1), 20), shift(pct_change(close, 20)), 20))
```",,
code_gen_0329,generalization_conditional_paraphrase,gen_size_liquidity_gate,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有小市值暴露高于市场均值时，才保留 55 日流动性信号。最终只需要一个可执行表达式。,"where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 55)), 0.0)","```dsl_fire
result = where(gt(neg(log(market_cap)), xs_mean(neg(log(market_cap)))), log1p(ts_mean(volume, 55)), 0.0)
```","</think>


</think>




```dsl_fire
result = add(logical_and(gt(log1p(pct_change(close, 60)), xs_mean(log1p(ts_mean(volume, 20))))), pct_change(close, 20)), 0.0)
```",,
code_gen_0332,generalization_regression_paraphrase,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，用 55 日滚动相关衡量换手代理和日收益同步性。不要使用解释文字。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 55)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 55)
```","</think>





result = shiftiftift(volume, 5000.0)

```",,
code_gen_0528,generalization_composition_paraphrase,gen_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，同时偏好 50 日风险调整趋势高且收益方差低的股票。这个想法需要转换为函数式 DSL。,"add(div(pct_change(close, 50), ts_std(pct_change(close, 1), 50)), neg(ts_var(pct_change(close, 1), 50)))","```dsl_fire
result = add(div(pct_change(close, 50), ts_std(pct_change(close, 1), 50)), neg(ts_var(pct_change(close, 1), 50)))
```","```dsl_fire
result = neg(log(pct_change(close, 20), 0.0)
```",,
code_gen_0535,generalization_composition_paraphrase,gen_industry_value_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：行业内估值便宜且 75 日动量较强的股票得分更高。请保持字段和算子命名规范。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 75))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 75))
```","```dsl_fire
result = where(absolute(pct_change(close, 2)),volume, 75)

```",,
code_gen_0053,generalization_composition,gen_value_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：同时偏好低 PB 估值和 75 日价格动量强的股票。,"add(recip(pb), pct_change(close, 75))","```dsl_fire
result = add(recip(pb), pct_change(close, 75))
```","</think>





```dsl_fire


```dsl_fire
result = sub(pct_change(close, 5), pct_change(pct_change(close, 5)), 0.0)
```",,
code_gen_0086,generalization_regression,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 42 日滚动相关衡量换手代理和日收益同步性。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 42)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 42)
```","</think>


```dsl_c(reclose, 425)
```",,
code_gen_0262,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 25 日日收益波动越低，稳定性越强。不要使用解释文字。,"neg(ts_std(pct_change(close, 1), 25))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 25))
```","```dsl_fire
result = shiftift(pct_change(close, 20), 0.0)
```",,
code_gen_0276,generalization_unseen_window_paraphrase,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，过去 120 日收盘价收益越高，短期趋势越强。注意窗口、方向和字段选择。,"pct_change(close, 120)","```dsl_fire
result = pct_change(close, 120)
```","```dsl_fire
result = sub(pct_change(close, 60), 0.0)
```",,
code_gen_0515,generalization_unseen_window_paraphrase,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，短期成交量相对 75 日均量越高，放量越明显。请保持字段和算子命名规范。,"div(ts_mean(volume, 18), ts_mean(volume, 75))","```dsl_fire
result = div(ts_mean(volume, 18), ts_mean(volume, 75))
```","```dsl_fire
result = shift(volute(pct_change(close, 3))
```",,
code_gen_0320,generalization_regression_paraphrase,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，用 28 日滚动相关衡量换手代理和日收益同步性。请保持字段和算子命名规范。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 28)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 28)
```","</think>




```dsl_fire
result = shiftiftift(close, 1), shift(close, 1000000000000.0))
```",,
code_gen_0226,generalization_regression,gen_ts_reg_value_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 13 日滚动回归提取价值暴露相对动量解释后的残差。,"ts_reg_res(recip(pb), pct_change(close, 13), 13)","```dsl_fire
result = ts_reg_res(recip(pb), pct_change(close, 13), 13)
```","```dsl_fire
result = market_fire


```dsl_fire
result = div(volume, market_close, market_close, market_corr(pct_close, 1), xs_mean(volume, 20))

```",,
code_gen_0257,generalization_unseen_window_paraphrase,gen_unseen_window_reversal,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，过去 18 日涨幅越高，后续均值回归压力越大。不要使用解释文字。,"neg(pct_change(close, 18))","```dsl_fire
result = neg(pct_change(close, 18))
```","```dsl_fire
result = sub(pct_change(close, 20), 0.0)
```",,
code_gen_0398,generalization_conditional_paraphrase,gen_conditional_xs_open_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，只有开盘价横截面标准化值为正时，才保留 13 日动量。这个想法需要转换为函数式 DSL。,"where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 13), 0.0)","```dsl_fire
result = where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 13), 0.0)
```","</think>


</think>

```dsl_fire


```dsl_fire
result = where(gtttt(open, ts_mean(open, ts_min(low, 20)), sub(ts_std(high, 20)))), sub(div(sub(close, ts_mean(low, 20)), sub(high, 20)), xs_mean(volume, 20)))
```",,
code_gen_0465,generalization_time_series_paraphrase,gen_ts_sum_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，13 日 PB 日变化求和测试基本面时间序列结构。请保持字段和算子命名规范。,"ts_sum(pct_change(pb, 1), 13)","```dsl_fire
result = ts_sum(pct_change(pb, 1), 13)
```","```dsl_fire
result = div(sub(pct_change(close, 1), group_mean(pct_change(close, 20), industry)), group_std(pct_change(close, 1), 10), 0.0)
```",,
code_gen_0024,generalization_unseen_window,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：过去 35 日收盘价收益越高，短期趋势越强。,"pct_change(close, 35)","```dsl_fire
result = pct_change(close, 35)
```","```dsl_fire
result = open",,
code_gen_0093,generalization_time_series,gen_quantile_value,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：估值便宜程度高于自身 55 日 70% 分位数越多，价值信号越突出。,"sub(recip(pb), ts_quantile(recip(pb), 55, 0.7))","```dsl_fire
result = sub(recip(pb), ts_quantile(recip(pb), 55, 0.7))
```","```dsl_fire
result = sub(div(sub(recip(pb),), log(recip(pb), xs_mean(recip(pb))), abs_std(recip(pb), log(market_cap)), 90)
```",,
